transaction_id,step,payment_type,amount,sender_upi,receiver_upi,fraud_label,fraud_type
2688,630,WALLET_PAYMENT,25782.11,UPI_70072596,UPI_18220545,0,NORMAL
2689,19,BILL_PAY,7891.39,UPI_14835553,UPI_46078099,0,NORMAL
2690,23,UPI_TRANSFER,19925.57,UPI_40238169,UPI_63404206,1,ACCOUNT_TAKEOVER
2691,413,UPI_TRANSFER,47132.69,UPI_15908504,UPI_32693131,0,NORMAL
2692,30,QR_SCAN_PAY,17102.24,UPI_18404657,UPI_63486695,0,NORMAL
2693,108,QR_SCAN_PAY,7643.6,UPI_62112748,UPI_15681303,0,NORMAL
2694,367,WALLET_PAYMENT,29121.92,UPI_29644207,UPI_87297316,0,NORMAL
2695,281,MERCHANT_PAY,30120.2,UPI_72108847,UPI_17975784,0,NORMAL
2696,128,UPI_TRANSFER,9694.24,UPI_88533251,UPI_61172502,0,NORMAL
2697,229,WALLET_PAYMENT,9833.35,UPI_74120215,UPI_39669833,0,NORMAL
2698,111,QR_SCAN_PAY,49477.54,UPI_30920809,UPI_55455712,0,NORMAL
2699,136,QR_SCAN_PAY,12167.84,UPI_91536926,UPI_76455191,0,NORMAL
2700,362,UPI_TRANSFER,41910.41,UPI_33757258,UPI_88926199,0,NORMAL
2701,186,QR_SCAN_PAY,23518.84,UPI_70857756,UPI_59436209,0,NORMAL
2702,656,QR_SCAN_PAY,21752.29,UPI_41746948,UPI_85775707,0,NORMAL
2703,584,BILL_PAY,14751.65,UPI_68900817,UPI_99272779,0,NORMAL
2704,129,MERCHANT_PAY,38692.42,UPI_84070978,UPI_57615379,1,SOCIAL_ENGINEERING
2705,261,QR_SCAN_PAY,44033.64,UPI_24823271,UPI_24073390,0,NORMAL
2706,515,BILL_PAY,13060.07,UPI_43150282,UPI_15525625,0,NORMAL
2707,449,WALLET_PAYMENT,4759.36,UPI_79278932,UPI_93352345,0,NORMAL
2708,104,QR_SCAN_PAY,6850.29,UPI_57546066,UPI_93338359,0,NORMAL
2709,483,WALLET_PAYMENT,39641.21,UPI_24192564,UPI_10880890,0,NORMAL
2710,224,QR_SCAN_PAY,21794.17,UPI_88180927,UPI_19033542,0,NORMAL
2711,491,UPI_TRANSFER,6600.07,UPI_18844834,UPI_71183274,0,NORMAL
2712,473,BILL_PAY,17017.71,UPI_40983086,UPI_55881390,0,NORMAL
2713,10,BILL_PAY,25714.2,UPI_58382297,UPI_59700436,0,NORMAL
2714,405,UPI_TRANSFER,42603.32,UPI_99706294,UPI_15356842,0,NORMAL
2715,302,MERCHANT_PAY,32088.95,UPI_31406020,UPI_42321183,0,NORMAL
2716,231,BILL_PAY,8805.76,UPI_30388306,UPI_85017734,1,ACCOUNT_TAKEOVER
2717,731,WALLET_PAYMENT,7939.34,UPI_49143514,UPI_97505140,0,NORMAL
2718,66,BILL_PAY,20619.65,UPI_68207772,UPI_77048147,0,NORMAL
2719,112,MERCHANT_PAY,3764.27,UPI_45316235,UPI_76197279,0,NORMAL
2720,13,WALLET_PAYMENT,37780.08,UPI_41334024,UPI_61011801,0,NORMAL
2721,393,WALLET_PAYMENT,20075.68,UPI_39256529,UPI_39821690,0,NORMAL
2722,500,UPI_TRANSFER,17154.47,UPI_26957698,UPI_89517504,0,NORMAL
2723,598,QR_SCAN_PAY,25457.87,UPI_86903917,UPI_82877748,0,NORMAL
2724,234,UPI_TRANSFER,35449.3,UPI_40819124,UPI_35911001,1,ACCOUNT_TAKEOVER
2725,602,QR_SCAN_PAY,28469.5,UPI_45148344,UPI_56792993,1,SOCIAL_ENGINEERING
2726,314,UPI_TRANSFER,40121.13,UPI_87732789,UPI_98871513,0,NORMAL
2727,566,QR_SCAN_PAY,31469.98,UPI_33302652,UPI_86114615,0,NORMAL
2728,12,BILL_PAY,39399.57,UPI_68017307,UPI_24813489,0,NORMAL
2729,209,WALLET_PAYMENT,34840.63,UPI_43519631,UPI_27580567,0,NORMAL
2730,14,QR_SCAN_PAY,9660.18,UPI_96798860,UPI_39838555,0,NORMAL
2731,633,BILL_PAY,2622.46,UPI_67694407,UPI_87614765,0,NORMAL
2732,418,MERCHANT_PAY,45170.32,UPI_48446263,UPI_18257410,0,NORMAL
2733,437,UPI_TRANSFER,47283.08,UPI_76881327,UPI_27436425,0,NORMAL
2734,377,MERCHANT_PAY,36347.98,UPI_42022337,UPI_85080033,0,NORMAL
2735,20,BILL_PAY,36211.67,UPI_27180007,UPI_60811614,1,SOCIAL_ENGINEERING
2736,587,MERCHANT_PAY,13511.0,UPI_91430786,UPI_42157491,0,NORMAL
2737,735,MERCHANT_PAY,27124.37,UPI_72088348,UPI_74086321,0,NORMAL
2738,70,BILL_PAY,49612.02,UPI_86163496,UPI_65809133,0,NORMAL
2739,211,WALLET_PAYMENT,42807.9,UPI_68719837,UPI_37425081,0,NORMAL
2740,101,QR_SCAN_PAY,15223.2,UPI_76403082,UPI_21701171,0,NORMAL
2741,698,UPI_TRANSFER,15055.79,UPI_62778004,UPI_44090620,0,NORMAL
2742,132,QR_SCAN_PAY,24181.45,UPI_69506526,UPI_60727078,0,NORMAL
2743,623,UPI_TRANSFER,20232.91,UPI_21399517,UPI_28493492,0,NORMAL
2744,381,QR_SCAN_PAY,18560.8,UPI_16800320,UPI_64748345,0,NORMAL
2745,132,MERCHANT_PAY,31350.46,UPI_14091264,UPI_55602825,0,NORMAL
2746,20,WALLET_PAYMENT,579.57,UPI_72169525,UPI_24162329,0,NORMAL
2747,536,MERCHANT_PAY,38168.17,UPI_10721351,UPI_95532818,0,NORMAL
2748,227,WALLET_PAYMENT,37003.95,UPI_69090465,UPI_69362780,0,NORMAL
2749,154,BILL_PAY,41517.13,UPI_58424015,UPI_43266492,0,NORMAL
2750,742,UPI_TRANSFER,42073.33,UPI_45192794,UPI_26512844,0,NORMAL
2751,469,UPI_TRANSFER,28322.15,UPI_52857923,UPI_94797345,0,NORMAL
2752,405,BILL_PAY,39004.8,UPI_27870364,UPI_76265575,0,NORMAL
2753,202,QR_SCAN_PAY,24622.29,UPI_37493864,UPI_14945272,0,NORMAL
2754,38,BILL_PAY,47576.73,UPI_72067330,UPI_73424225,0,NORMAL
2755,188,BILL_PAY,9538.97,UPI_11539594,UPI_18694895,0,NORMAL
2756,57,WALLET_PAYMENT,45781.28,UPI_67557383,UPI_78887111,0,NORMAL
2757,20,BILL_PAY,12930.23,UPI_13181117,UPI_85061903,0,NORMAL
2758,273,UPI_TRANSFER,5140.66,UPI_64476134,UPI_84125526,0,NORMAL
2759,119,MERCHANT_PAY,21958.03,UPI_10923680,UPI_13357663,0,NORMAL
2760,583,WALLET_PAYMENT,30747.79,UPI_96555783,UPI_47736957,0,NORMAL
2761,516,WALLET_PAYMENT,11553.34,UPI_32238807,UPI_34224254,0,NORMAL
2762,221,QR_SCAN_PAY,27792.03,UPI_91689598,UPI_66254028,0,NORMAL
2763,526,MERCHANT_PAY,40395.63,UPI_41776230,UPI_26609305,0,NORMAL
2764,515,WALLET_PAYMENT,12857.96,UPI_70745468,UPI_79701349,0,NORMAL
2765,728,BILL_PAY,29018.21,UPI_77919565,UPI_96013889,0,NORMAL
2766,741,WALLET_PAYMENT,16968.93,UPI_31299460,UPI_97536844,0,NORMAL
2767,336,WALLET_PAYMENT,26490.77,UPI_84324657,UPI_23081320,0,NORMAL
2768,698,WALLET_PAYMENT,33347.62,UPI_73170525,UPI_49802930,0,NORMAL
2769,55,QR_SCAN_PAY,17524.38,UPI_53001143,UPI_18883330,0,NORMAL
2770,500,WALLET_PAYMENT,49724.17,UPI_37243454,UPI_80435158,0,NORMAL
2771,536,WALLET_PAYMENT,28190.94,UPI_90353080,UPI_59684033,0,NORMAL
2772,162,QR_SCAN_PAY,41223.96,UPI_28241526,UPI_60726287,0,NORMAL
2773,670,MERCHANT_PAY,36258.14,UPI_79032667,UPI_29708105,0,NORMAL
2774,594,UPI_TRANSFER,42641.0,UPI_33976620,UPI_81184155,0,NORMAL
2775,159,QR_SCAN_PAY,8694.18,UPI_75238180,UPI_39616897,1,ACCOUNT_TAKEOVER
2776,188,QR_SCAN_PAY,11131.57,UPI_90575303,UPI_42494029,0,NORMAL
2777,60,WALLET_PAYMENT,24373.12,UPI_22091726,UPI_91999787,0,NORMAL
2778,319,WALLET_PAYMENT,42617.17,UPI_29237595,UPI_75477111,0,NORMAL
2779,211,UPI_TRANSFER,9884.34,UPI_46292997,UPI_91624679,0,NORMAL
2780,406,WALLET_PAYMENT,48553.44,UPI_58515831,UPI_27234070,0,NORMAL
2781,664,BILL_PAY,6384.48,UPI_34261579,UPI_18193339,0,NORMAL
2782,109,WALLET_PAYMENT,8758.02,UPI_42662444,UPI_15884102,0,NORMAL
2783,76,WALLET_PAYMENT,8365.85,UPI_60367579,UPI_67031084,0,NORMAL
2784,542,BILL_PAY,29302.37,UPI_27638278,UPI_22785966,0,NORMAL
2785,314,UPI_TRANSFER,45877.47,UPI_16446400,UPI_52463053,0,NORMAL
2786,117,BILL_PAY,12759.29,UPI_14318452,UPI_70800932,0,NORMAL
2787,704,QR_SCAN_PAY,27654.08,UPI_74260796,UPI_69493255,0,NORMAL
2788,19,BILL_PAY,8792.75,UPI_55992338,UPI_43106820,0,NORMAL
2789,432,MERCHANT_PAY,31558.69,UPI_51094429,UPI_56318358,0,NORMAL
2790,685,QR_SCAN_PAY,6166.7,UPI_10995136,UPI_47990504,0,NORMAL
2791,740,WALLET_PAYMENT,24568.08,UPI_46970399,UPI_50091248,0,NORMAL
2792,350,QR_SCAN_PAY,32760.81,UPI_43398675,UPI_62066914,0,NORMAL
2793,183,UPI_TRANSFER,28958.5,UPI_30606546,UPI_25469312,0,NORMAL
2794,113,UPI_TRANSFER,7004.32,UPI_13552113,UPI_14489542,0,NORMAL
2795,183,BILL_PAY,8072.86,UPI_80868955,UPI_51905646,0,NORMAL
2796,481,QR_SCAN_PAY,33571.19,UPI_66491359,UPI_96348682,0,NORMAL
2797,146,WALLET_PAYMENT,40446.42,UPI_52423514,UPI_84408673,1,SOCIAL_ENGINEERING
2798,628,UPI_TRANSFER,45404.18,UPI_61005924,UPI_43704062,0,NORMAL
2799,113,WALLET_PAYMENT,40681.51,UPI_96109626,UPI_56666867,0,NORMAL
2800,476,MERCHANT_PAY,48696.32,UPI_64301913,UPI_55974427,0,NORMAL
2801,303,UPI_TRANSFER,20415.55,UPI_96424642,UPI_58156842,0,NORMAL
2802,118,BILL_PAY,16561.63,UPI_28409502,UPI_94293843,0,NORMAL
2803,161,MERCHANT_PAY,1414.06,UPI_42430401,UPI_37484080,1,FAKE_MERCHANT
2804,401,QR_SCAN_PAY,22497.54,UPI_95476005,UPI_28185124,1,SOCIAL_ENGINEERING
2805,198,WALLET_PAYMENT,32570.32,UPI_35375570,UPI_37757320,0,NORMAL
2806,260,UPI_TRANSFER,40771.36,UPI_89203230,UPI_31158613,0,NORMAL
2807,660,MERCHANT_PAY,13376.43,UPI_85753624,UPI_67149462,0,NORMAL
2808,47,MERCHANT_PAY,25682.0,UPI_68932767,UPI_74952720,0,NORMAL
2809,399,UPI_TRANSFER,33102.17,UPI_20711410,UPI_15083640,0,NORMAL
2810,710,QR_SCAN_PAY,27582.39,UPI_56942000,UPI_26024472,0,NORMAL
2811,559,QR_SCAN_PAY,13704.67,UPI_39828682,UPI_69217867,0,NORMAL
2812,78,BILL_PAY,39815.14,UPI_27022587,UPI_75654170,0,NORMAL
2813,124,QR_SCAN_PAY,8672.18,UPI_31904061,UPI_70732947,0,NORMAL
2814,75,BILL_PAY,45249.47,UPI_96765708,UPI_99413960,1,MICRO_VELOCITY
2815,137,MERCHANT_PAY,47630.07,UPI_18661075,UPI_42160214,1,ACCOUNT_TAKEOVER
2816,602,UPI_TRANSFER,18281.84,UPI_36610930,UPI_24828963,0,NORMAL
2817,400,QR_SCAN_PAY,18812.21,UPI_77630683,UPI_74046831,0,NORMAL
2818,505,BILL_PAY,37165.2,UPI_40967138,UPI_13612700,0,NORMAL
2819,500,MERCHANT_PAY,22817.15,UPI_10669716,UPI_71753588,0,NORMAL
2820,573,QR_SCAN_PAY,1435.36,UPI_90456646,UPI_30874041,0,NORMAL
2821,138,WALLET_PAYMENT,45994.24,UPI_11355572,UPI_12471797,0,NORMAL
2822,50,MERCHANT_PAY,21540.36,UPI_72564019,UPI_78238987,0,NORMAL
2823,619,QR_SCAN_PAY,10178.74,UPI_43030536,UPI_56255773,0,NORMAL
2824,625,MERCHANT_PAY,27785.43,UPI_97364959,UPI_32508603,0,NORMAL
2825,254,UPI_TRANSFER,10949.21,UPI_38099829,UPI_60680164,0,NORMAL
2826,630,UPI_TRANSFER,10305.07,UPI_58772781,UPI_51797843,0,NORMAL
2827,710,UPI_TRANSFER,27288.84,UPI_12481264,UPI_89512714,0,NORMAL
2828,563,WALLET_PAYMENT,19555.16,UPI_99367498,UPI_85742830,0,NORMAL
2829,426,UPI_TRANSFER,28651.8,UPI_58264774,UPI_81469541,0,NORMAL
2830,547,WALLET_PAYMENT,49841.29,UPI_87337274,UPI_52573562,0,NORMAL
2831,302,UPI_TRANSFER,42951.61,UPI_81130354,UPI_28630833,0,NORMAL
2832,581,MERCHANT_PAY,388.5,UPI_94885669,UPI_80585944,0,NORMAL
2833,349,QR_SCAN_PAY,2532.53,UPI_38964897,UPI_18577306,0,NORMAL
2834,49,QR_SCAN_PAY,30505.92,UPI_49297278,UPI_78290309,0,NORMAL
2835,74,UPI_TRANSFER,31314.67,UPI_48674319,UPI_63047336,0,NORMAL
2836,704,QR_SCAN_PAY,43910.15,UPI_91081272,UPI_94814755,0,NORMAL
2837,261,UPI_TRANSFER,31454.71,UPI_52395862,UPI_28179238,0,NORMAL
2838,356,UPI_TRANSFER,11389.59,UPI_65483633,UPI_40063446,0,NORMAL
2839,582,BILL_PAY,23428.47,UPI_63596404,UPI_97786716,0,NORMAL
2840,602,BILL_PAY,40450.23,UPI_30805651,UPI_16574392,0,NORMAL
2841,260,BILL_PAY,46141.63,UPI_67560785,UPI_65050287,0,NORMAL
2842,638,WALLET_PAYMENT,11849.57,UPI_66118247,UPI_89691909,0,NORMAL
2843,743,BILL_PAY,26982.54,UPI_38558292,UPI_12013702,0,NORMAL
2844,295,UPI_TRANSFER,7950.58,UPI_84254407,UPI_36957355,0,NORMAL
2845,641,MERCHANT_PAY,24852.5,UPI_30940298,UPI_71114684,0,NORMAL
2846,313,BILL_PAY,4510.26,UPI_13373321,UPI_66782258,0,NORMAL
2847,612,BILL_PAY,47086.69,UPI_62914695,UPI_58736341,0,NORMAL
2848,182,MERCHANT_PAY,31904.63,UPI_44721262,UPI_52316847,0,NORMAL
2849,686,UPI_TRANSFER,42711.57,UPI_84985415,UPI_35743358,0,NORMAL
2850,364,WALLET_PAYMENT,49914.77,UPI_31444288,UPI_99083330,0,NORMAL
2851,188,BILL_PAY,9137.39,UPI_66440630,UPI_60458667,0,NORMAL
2852,569,MERCHANT_PAY,34708.7,UPI_18571827,UPI_11004711,0,NORMAL
2853,543,UPI_TRANSFER,44349.88,UPI_49829556,UPI_52382526,0,NORMAL
2854,596,QR_SCAN_PAY,28799.03,UPI_42710239,UPI_49830167,0,NORMAL
2855,664,WALLET_PAYMENT,31986.62,UPI_78042543,UPI_55700657,0,NORMAL
2856,548,MERCHANT_PAY,20386.52,UPI_49991093,UPI_95055288,0,NORMAL
2857,725,MERCHANT_PAY,33739.67,UPI_22559759,UPI_61826084,0,NORMAL
2858,408,MERCHANT_PAY,19781.92,UPI_70487069,UPI_56446442,0,NORMAL
2859,618,BILL_PAY,23833.6,UPI_98196699,UPI_58078595,0,NORMAL
2860,414,QR_SCAN_PAY,5150.07,UPI_88796699,UPI_86030905,0,NORMAL
2861,342,WALLET_PAYMENT,395.38,UPI_22705423,UPI_34348297,0,NORMAL
2862,220,UPI_TRANSFER,2762.28,UPI_11499624,UPI_83461155,0,NORMAL
2863,163,UPI_TRANSFER,9630.12,UPI_21413810,UPI_12686946,0,NORMAL
2864,220,QR_SCAN_PAY,22832.91,UPI_36436000,UPI_76298095,0,NORMAL
2865,270,MERCHANT_PAY,1054.6,UPI_84253841,UPI_93098580,0,NORMAL
2866,632,MERCHANT_PAY,7801.05,UPI_70711577,UPI_14741546,0,NORMAL
2867,400,MERCHANT_PAY,39073.32,UPI_50896933,UPI_65147112,0,NORMAL
2868,182,MERCHANT_PAY,38109.52,UPI_12408363,UPI_76169408,0,NORMAL
2869,618,MERCHANT_PAY,39487.57,UPI_22453314,UPI_59253353,0,NORMAL
2870,729,QR_SCAN_PAY,46077.44,UPI_53415941,UPI_33763083,0,NORMAL
2871,205,BILL_PAY,5957.95,UPI_20770765,UPI_96462615,0,NORMAL
2872,582,WALLET_PAYMENT,8161.18,UPI_52762577,UPI_61376257,0,NORMAL
2873,556,MERCHANT_PAY,16681.01,UPI_32518607,UPI_69251118,0,NORMAL
2874,228,BILL_PAY,45757.48,UPI_38421207,UPI_62199037,1,FAKE_MERCHANT
2875,696,UPI_TRANSFER,38775.01,UPI_31684492,UPI_21953591,0,NORMAL
2876,619,QR_SCAN_PAY,16209.44,UPI_93229349,UPI_65296399,1,ACCOUNT_TAKEOVER
2877,596,BILL_PAY,4386.35,UPI_69737151,UPI_17686033,0,NORMAL
2878,250,MERCHANT_PAY,30820.92,UPI_23607568,UPI_65161372,0,NORMAL
2879,441,MERCHANT_PAY,12844.67,UPI_68684792,UPI_43513653,0,NORMAL
2880,533,MERCHANT_PAY,26559.97,UPI_47558092,UPI_59187341,0,NORMAL
2881,196,BILL_PAY,47090.46,UPI_96200197,UPI_86056925,0,NORMAL
2882,690,MERCHANT_PAY,28633.0,UPI_15986821,UPI_63797945,0,NORMAL
2883,519,BILL_PAY,46192.1,UPI_35687672,UPI_67147810,0,NORMAL
2884,70,MERCHANT_PAY,19654.97,UPI_57829853,UPI_11565832,0,NORMAL
2885,639,UPI_TRANSFER,31669.4,UPI_75608100,UPI_88418413,0,NORMAL
2886,399,UPI_TRANSFER,44695.03,UPI_75190701,UPI_95803366,0,NORMAL
2887,672,WALLET_PAYMENT,29401.43,UPI_17289677,UPI_52026763,0,NORMAL
2888,203,MERCHANT_PAY,30746.86,UPI_31268099,UPI_50804049,0,NORMAL
2889,148,MERCHANT_PAY,35816.82,UPI_83927376,UPI_75125002,0,NORMAL
2890,472,BILL_PAY,44105.98,UPI_86741197,UPI_36526234,0,NORMAL
2891,655,BILL_PAY,4413.56,UPI_54806463,UPI_56016177,0,NORMAL
2892,199,MERCHANT_PAY,16846.28,UPI_40436338,UPI_11246049,0,NORMAL
2893,426,WALLET_PAYMENT,19887.25,UPI_55405840,UPI_16383635,0,NORMAL
2894,666,MERCHANT_PAY,45485.93,UPI_51599420,UPI_66612748,0,NORMAL
2895,492,BILL_PAY,47800.62,UPI_95119261,UPI_64815022,0,NORMAL
2896,142,MERCHANT_PAY,6023.42,UPI_52944774,UPI_84949383,0,NORMAL
2897,313,BILL_PAY,5959.79,UPI_47474248,UPI_77810276,0,NORMAL
2898,165,MERCHANT_PAY,46743.42,UPI_49263149,UPI_96800710,0,NORMAL
2899,314,QR_SCAN_PAY,14792.12,UPI_97050019,UPI_87786667,0,NORMAL
2900,21,BILL_PAY,12094.51,UPI_18280205,UPI_62216843,0,NORMAL
2901,82,WALLET_PAYMENT,1785.97,UPI_41511991,UPI_79575016,0,NORMAL
2902,581,QR_SCAN_PAY,13783.42,UPI_98300147,UPI_62022019,0,NORMAL
2903,131,MERCHANT_PAY,34677.85,UPI_45492432,UPI_73463719,0,NORMAL
2904,599,BILL_PAY,21304.68,UPI_81373215,UPI_74292242,0,NORMAL
2905,730,QR_SCAN_PAY,25845.93,UPI_83746456,UPI_36963381,0,NORMAL
2906,305,WALLET_PAYMENT,45865.19,UPI_94761202,UPI_71827840,0,NORMAL
2907,371,BILL_PAY,5738.92,UPI_98961117,UPI_89140214,0,NORMAL
2908,384,QR_SCAN_PAY,3566.68,UPI_20205488,UPI_97538422,0,NORMAL
2909,445,QR_SCAN_PAY,42597.28,UPI_85421880,UPI_20549900,0,NORMAL
2910,425,QR_SCAN_PAY,38743.92,UPI_80207770,UPI_75040883,0,NORMAL
2911,161,UPI_TRANSFER,13190.39,UPI_61229850,UPI_87913513,0,NORMAL
2912,178,MERCHANT_PAY,16215.09,UPI_76486957,UPI_24663320,0,NORMAL
2913,629,BILL_PAY,15517.34,UPI_41314782,UPI_92084907,0,NORMAL
2914,708,BILL_PAY,32392.2,UPI_25383193,UPI_58424033,0,NORMAL
2915,490,BILL_PAY,3065.27,UPI_95159551,UPI_68555472,0,NORMAL
2916,327,QR_SCAN_PAY,24472.63,UPI_47499483,UPI_34650969,0,NORMAL
2917,598,MERCHANT_PAY,6697.98,UPI_83153330,UPI_65648318,0,NORMAL
2918,289,WALLET_PAYMENT,40987.83,UPI_75531701,UPI_71112713,0,NORMAL
2919,593,BILL_PAY,19036.25,UPI_15319562,UPI_35126390,0,NORMAL
2920,664,MERCHANT_PAY,26380.97,UPI_63011563,UPI_34599918,0,NORMAL
2921,573,MERCHANT_PAY,1470.73,UPI_59943882,UPI_10075229,1,SOCIAL_ENGINEERING
2922,573,UPI_TRANSFER,2917.92,UPI_51587227,UPI_28561842,0,NORMAL
2923,354,BILL_PAY,33754.37,UPI_42720580,UPI_94541828,0,NORMAL
2924,28,QR_SCAN_PAY,38339.69,UPI_93670727,UPI_18569419,0,NORMAL
2925,43,MERCHANT_PAY,35503.23,UPI_31523097,UPI_14820393,0,NORMAL
2926,681,MERCHANT_PAY,36852.25,UPI_52654079,UPI_64258677,0,NORMAL
2927,423,WALLET_PAYMENT,5235.47,UPI_46067909,UPI_83217613,0,NORMAL
2928,598,UPI_TRANSFER,34674.07,UPI_15216415,UPI_23704693,0,NORMAL
2929,177,MERCHANT_PAY,9091.47,UPI_35059167,UPI_42170263,0,NORMAL
2930,529,MERCHANT_PAY,4905.28,UPI_22404107,UPI_37482676,0,NORMAL
2931,610,QR_SCAN_PAY,37859.26,UPI_69516869,UPI_71832372,0,NORMAL
2932,494,QR_SCAN_PAY,44470.86,UPI_78517836,UPI_91881024,1,SOCIAL_ENGINEERING
2933,198,WALLET_PAYMENT,35836.91,UPI_49522918,UPI_61576181,0,NORMAL
2934,610,WALLET_PAYMENT,40279.64,UPI_51185003,UPI_78643049,1,MICRO_VELOCITY
2935,577,WALLET_PAYMENT,49554.45,UPI_29477692,UPI_95242041,0,NORMAL
2936,517,QR_SCAN_PAY,6742.12,UPI_40836129,UPI_63863204,0,NORMAL
2937,514,QR_SCAN_PAY,48257.8,UPI_63364844,UPI_18364106,0,NORMAL
2938,22,UPI_TRANSFER,30061.88,UPI_23504812,UPI_82797097,0,NORMAL
2939,112,BILL_PAY,40663.59,UPI_90141566,UPI_29776197,0,NORMAL
2940,57,BILL_PAY,32510.21,UPI_83913659,UPI_57435342,0,NORMAL
2941,66,UPI_TRANSFER,28504.04,UPI_68577600,UPI_89295655,0,NORMAL
2942,98,BILL_PAY,35182.43,UPI_35152582,UPI_18016406,0,NORMAL
2943,144,QR_SCAN_PAY,16016.33,UPI_96593357,UPI_86580246,0,NORMAL
2944,435,BILL_PAY,46213.95,UPI_78429300,UPI_89575013,0,NORMAL
2945,637,QR_SCAN_PAY,5769.05,UPI_42521424,UPI_32705381,0,NORMAL
2946,679,UPI_TRANSFER,15904.97,UPI_15192572,UPI_17749424,0,NORMAL
2947,86,WALLET_PAYMENT,1562.96,UPI_58314288,UPI_99346943,0,NORMAL
2948,588,UPI_TRANSFER,13569.8,UPI_47641050,UPI_68974854,0,NORMAL
2949,344,BILL_PAY,10914.56,UPI_59151417,UPI_82187279,0,NORMAL
2950,294,QR_SCAN_PAY,2486.29,UPI_51899771,UPI_89316982,0,NORMAL
2951,571,BILL_PAY,24591.24,UPI_47695979,UPI_89974437,0,NORMAL
2952,650,BILL_PAY,23434.46,UPI_91672290,UPI_28378594,0,NORMAL
2953,611,WALLET_PAYMENT,3891.88,UPI_69404616,UPI_81319654,0,NORMAL
2954,704,BILL_PAY,13096.22,UPI_92341189,UPI_17692432,0,NORMAL
2955,243,WALLET_PAYMENT,47666.34,UPI_59665689,UPI_49475859,0,NORMAL
2956,561,QR_SCAN_PAY,5541.28,UPI_86583909,UPI_25186747,0,NORMAL
2957,32,QR_SCAN_PAY,15254.41,UPI_12758950,UPI_67530789,0,NORMAL
2958,391,WALLET_PAYMENT,1797.94,UPI_63096889,UPI_21475262,0,NORMAL
2959,277,UPI_TRANSFER,7448.62,UPI_37751194,UPI_23184637,0,NORMAL
2960,532,QR_SCAN_PAY,34971.36,UPI_51314087,UPI_72961343,0,NORMAL
2961,154,UPI_TRANSFER,18338.99,UPI_69332638,UPI_51679332,0,NORMAL
2962,383,QR_SCAN_PAY,22606.57,UPI_78724439,UPI_57906898,1,ACCOUNT_TAKEOVER
2963,68,QR_SCAN_PAY,7853.13,UPI_15369358,UPI_80516244,0,NORMAL
2964,214,MERCHANT_PAY,34108.6,UPI_68026421,UPI_53558175,0,NORMAL
2965,655,BILL_PAY,37577.32,UPI_53472197,UPI_28667366,0,NORMAL
2966,376,BILL_PAY,9059.7,UPI_12197789,UPI_37506152,0,NORMAL
2967,213,UPI_TRANSFER,2254.45,UPI_28452770,UPI_39420811,0,NORMAL
2968,79,BILL_PAY,4051.65,UPI_36401322,UPI_74427640,0,NORMAL
2969,726,UPI_TRANSFER,32854.0,UPI_59102780,UPI_97649902,0,NORMAL
2970,628,QR_SCAN_PAY,6779.85,UPI_64730919,UPI_24421588,0,NORMAL
2971,604,MERCHANT_PAY,24698.47,UPI_13290972,UPI_71916751,0,NORMAL
2972,381,MERCHANT_PAY,7636.31,UPI_49259606,UPI_14411542,0,NORMAL
2973,680,QR_SCAN_PAY,8511.55,UPI_85644073,UPI_37783897,0,NORMAL
2974,58,WALLET_PAYMENT,223.0,UPI_69580278,UPI_37428878,0,NORMAL
2975,26,WALLET_PAYMENT,16044.61,UPI_23736706,UPI_35653348,0,NORMAL
2976,447,BILL_PAY,4494.41,UPI_58570445,UPI_85801355,0,NORMAL
2977,66,UPI_TRANSFER,19701.09,UPI_70631890,UPI_92959747,0,NORMAL
2978,254,MERCHANT_PAY,29891.23,UPI_91200212,UPI_73357986,0,NORMAL
2979,44,BILL_PAY,18379.76,UPI_68544788,UPI_90513374,0,NORMAL
2980,97,QR_SCAN_PAY,35255.56,UPI_84199628,UPI_84066876,0,NORMAL
2981,554,MERCHANT_PAY,37073.88,UPI_87389160,UPI_25381116,0,NORMAL
2982,227,UPI_TRANSFER,34831.84,UPI_17021108,UPI_49024288,0,NORMAL
2983,679,UPI_TRANSFER,46835.99,UPI_52601259,UPI_78858380,0,NORMAL
2984,436,WALLET_PAYMENT,11868.53,UPI_45535140,UPI_31681061,0,NORMAL
2985,601,BILL_PAY,9476.88,UPI_99993509,UPI_79859953,0,NORMAL
2986,379,QR_SCAN_PAY,30487.53,UPI_36741100,UPI_36576964,0,NORMAL
2987,178,MERCHANT_PAY,29745.88,UPI_33947941,UPI_88692911,0,NORMAL
2988,427,UPI_TRANSFER,25507.37,UPI_52677741,UPI_27822544,0,NORMAL
2989,709,MERCHANT_PAY,222.64,UPI_29195996,UPI_80694832,0,NORMAL
2990,307,QR_SCAN_PAY,27764.14,UPI_38055212,UPI_70384617,0,NORMAL
2991,504,MERCHANT_PAY,46640.24,UPI_11405565,UPI_67330233,0,NORMAL
2992,268,BILL_PAY,16732.21,UPI_55873519,UPI_27465933,0,NORMAL
2993,586,WALLET_PAYMENT,48380.12,UPI_94496101,UPI_81620811,0,NORMAL
2994,8,MERCHANT_PAY,17841.05,UPI_98092776,UPI_58733920,0,NORMAL
2995,508,WALLET_PAYMENT,6997.03,UPI_77971280,UPI_63242630,0,NORMAL
